0xffffffff,,
0xe4,Come on out!,Come on out!
0xf1,Sorry!,Sorry!
0xf8,You missed.,You missed.
0x104,That went nowhere.,That went nowhere.
0x117,What good are you ...,What good are you ...
0x12d,Kill me now.,Kill me now.
0x13a,What are you doing! Kill me!,What are you doing! Kill me!
0x157,Put me out of my misery now!,Put me out of my misery now!
0x174,You can't understand my pain!,You can't understand my pain!
0x192,I'm not hit.,I'm not hit.
0x19f,You didn't hit me.,You didn't hit me.
0x1b2,Sors de ton trou !,Sors de ton trou !
0x1c5,Désolée !,Désolée !
0x1d1,Tu as raté ton coup.,Tu as raté ton coup.
0x1e7,Ce tir était minable.,Ce tir était minable.
0x1fe,Tu sais tirer ...,Tu sais tirer ...
0x210,"Tue-moi, maintenant !","Tue-moi, maintenant !"
0x226,Qu'est-ce que tu attends ! Tue-moi !,Qu'est-ce que tu attends ! Tue-moi !
0x24b,Mets un terme à tous mes malheurs !,Mets un terme à tous mes malheurs !
0x270,Tu ne sais pas à quel point je souffre !,Tu ne sais pas à quel point je souffre !
0x29a,Je n'ai pas été touchée.,Je n'ai pas été touchée.
0x2b6,Tu ne m'as pas touchée.,Tu ne m'as pas touchée.
0x2cf,Komm raus!,Komm raus!
0x2da,Sorry!,Sorry!
0x2e1,Verfehlt.,Verfehlt.
0x2eb,Das ging ja total daneben.,Das ging ja total daneben.
0x306,Wozu taugst Du überhaupt...,Wozu taugst Du überhaupt...
0x323,Töte mich jetzt!,Töte mich jetzt!
0x335,Was machst Du da!? Töte mich!,Was machst Du da!? Töte mich!
0x354,Erlöse mich jetzt!,Erlöse mich jetzt!
0x368,Du kannst meinen Schmerz nicht verstehen!,Du kannst meinen Schmerz nicht verstehen!
0x392,Immer noch nicht getroffen.,Immer noch nicht getroffen.
0x3ae,Du hast mich nicht getroffen.,Du hast mich nicht getroffen.
0x3cc,Vieni fuori!,Vieni fuori!
0x3d9,Spiacente!,Spiacente!
0x3e4,Mi hai mancata.,Mi hai mancata.
0x3f4,Ti è andata buca.,Ti è andata buca.
0x407,Sei una mezza calzetta...,Sei una mezza calzetta...
0x421,Uccidimi subito!,Uccidimi subito!
0x432,Cosa fai!? Uccidimi!,Cosa fai!? Uccidimi!
0x447,Poni fine alla mia miserabile esistenza!,Poni fine alla mia miserabile esistenza!
0x470,Non puoi capire quanto soffro!,Non puoi capire quanto soffro!
0x48f,Non mi hai colpita.,Non mi hai colpita.
0x4a3,Mi hai mancata.,Mi hai mancata.
0x4b3,¡Sal si te atreves!,¡Sal si te atreves!
0x4c8,¡Lo siento!,¡Lo siento!
0x4d5,No me has dado.,No me has dado.
0x4e5,Se ha ido muy lejos.,Se ha ido muy lejos.
0x4fa,Qué malo eres...,Qué malo eres...
0x50c,¡Mátame ahora!,¡Mátame ahora!
0x51d,Pero ¿qué haces? ¡Mátame!,Pero ¿qué haces? ¡Mátame!
0x53b,¡Pon fin a este sinvivir!,¡Pon fin a este sinvivir!
0x556,¡Nunca podrás entender mi sufrimiento!,¡Nunca podrás entender mi sufrimiento!
0x57f,No estoy herida.,No estoy herida.
0x590,No me has dado.,No me has dado.
