0xffffffff,,
0x76c,"エイムズはこのF脚内のどこかにいる。だが
彼は敵から姿を隠しているはずだ。俺が敵に
追われている状態では姿を現さないだろう。
見つからないようにエイムズを探さなければ
ならない。
","エイムズはこのF脚内のどこかにいる。だが
彼は敵から姿を隠しているはずだ。俺が敵に
追われている状態では姿を現さないだろう。
見つからないようにエイムズを探さなければ
ならない。
"
0x87b,"Ames is somewhere here in Strut F. 
He must be hiding himself from the enemy. 
He won't come out if I'm being chased by 
the enemy. I have to find him without being 
spotted.
","Ames is somewhere here in Strut F. 
He must be hiding himself from the enemy. 
He won't come out if I'm being chased by 
the enemy. I have to find him without being 
spotted.
"
0x92b,"Ames ist hier irgendwo in Strebe F.
Er muss sich vor dem Feind verbergen.
Er wird nicht herauskommen, wenn ich 
vom Feind gejagt werde. Ich muss ihn
finden, ohne entdeckt zu werden.
","Ames ist hier irgendwo in Strebe F.
Er muss sich vor dem Feind verbergen.
Er wird nicht herauskommen, wenn ich 
vom Feind gejagt werde. Ich muss ihn
finden, ohne entdeckt zu werden.
"
0x9e2,"Ames est quelque part dans l'Etai F. Il doit
se cacher et il ne sortira pas si l'ennemi
est à mes trousses. Il faut absolument
que je le trouve sans me faire repérer.
","Ames est quelque part dans l'Etai F. Il doit
se cacher et il ne sortira pas si l'ennemi
est à mes trousses. Il faut absolument
que je le trouve sans me faire repérer.
"
0xa8c,"Ames è qui, da qualche parte, nel
Supporto F. Si starà nascondendo dal
nemico. Non verrà fuori se il nemico
m'insegue. Devo trovarlo senza farmi
scoprire.
","Ames è qui, da qualche parte, nel
Supporto F. Si starà nascondendo dal
nemico. Non verrà fuori se il nemico
m'insegue. Devo trovarlo senza farmi
scoprire.
"
0xb2b,"Ames está en algún lugar del Soporte F.
Seguro que se está escondiendo del 
enemigo. No saldrá de su escondite si
el enemigo va detrás de mí. Tengo que 
encontrarle sin ser descubierto.
","Ames está en algún lugar del Soporte F.
Seguro que se está escondiendo del 
enemigo. No saldrá de su escondite si
el enemigo va detrás de mí. Tengo que 
encontrarle sin ser descubierto.
"
0xbec,"Ames is somewhere here in Strut F. 
He must be hiding himself from the enemy. 
He won't come out if I'm being chased by 
the enemy. I have to find him without being 
spotted.
","Ames is somewhere here in Strut F. 
He must be hiding himself from the enemy. 
He won't come out if I'm being chased by 
the enemy. I have to find him without being 
spotted.
"
0xc9c,"俺は『ビッグ・シェル』への潜入に成功した。
まずは内部協力者のエイムズと接触して情報を
入手するのが先決だ。大佐によれば、エイムズ
はF脚にいるという。
","俺は『ビッグ・シェル』への潜入に成功した。
まずは内部協力者のエイムズと接触して情報を
入手するのが先決だ。大佐によれば、エイムズ
はF脚にいるという。
"
0xd92,"I successfully made it into Big Shell. 
I should first get in touch with informant 
Ames and obtain information. According to 
the Colonel, Ames is in Strut F.
","I successfully made it into Big Shell. 
I should first get in touch with informant 
Ames and obtain information. According to 
the Colonel, Ames is in Strut F.
"
0xe33,"Ich hab's geschafft und bin in ""Big Shell"".
Zuerst soll ich Kontaktmann Ames treffen
und Informationen bekommen. 
Laut dem Oberst ist Ames in Strebe F.
","Ich hab's geschafft und bin in ""Big Shell"".
Zuerst soll ich Kontaktmann Ames treffen
und Informationen bekommen. 
Laut dem Oberst ist Ames in Strebe F.
"
0xecc,"Ça y est, je suis dans la Big Shell. Je dois
tout d'abord entrer en contact avec l'indic
Ames pour obtenir des informations.
D'après le Colonel, il est dans l'Etai F.
","Ça y est, je suis dans la Big Shell. Je dois
tout d'abord entrer en contact avec l'indic
Ames pour obtenir des informations.
D'après le Colonel, il est dans l'Etai F.
"
0xf76,"Ce l'ho fatta a entrare nella ""Big Shell"".
Prima devo contattare l'informatore
Ames e chiedere ragguagli. Secondo
il Colonnello, Ames è nel Supporto F.
","Ce l'ho fatta a entrare nella ""Big Shell"".
Prima devo contattare l'informatore
Ames e chiedere ragguagli. Secondo
il Colonnello, Ames è nel Supporto F.
"
0x1010,"He conseguido entrar al ""Big Shell"". Antes
de nada debería de ponerme en contacto 
con Ames para obtener información.
Según el Coronel, Ames está en
el Soporte F.
","He conseguido entrar al ""Big Shell"". Antes
de nada debería de ponerme en contacto 
con Ames para obtener información.
Según el Coronel, Ames está en
el Soporte F.
"
0x10b8,"I successfully made it into ""Big Shell."" 
I should first get in touch with informant 
Ames and obtain information. According to 
Colonel, Ames is in Strut F.
","I successfully made it into ""Big Shell."" 
I should first get in touch with informant 
Ames and obtain information. According to 
Colonel, Ames is in Strut F.
"
0x1157,"エイムズはファットマンがヘリポートにいると
語った。また大佐によれば人質がシェル1中央
棟B1に捕えられていると言う。どちらを優先
するかは俺の判断に任された。
","エイムズはファットマンがヘリポートにいると
語った。また大佐によれば人質がシェル1中央
棟B1に捕えられていると言う。どちらを優先
するかは俺の判断に任された。
"
0x1252,"Ames told me that Fatman is on the heliport. 
And according to the Colonel, there are 
hostages tied up on Level B1, Shell 1 Core. 
Which site I choose is up to my judgment.
","Ames told me that Fatman is on the heliport. 
And according to the Colonel, there are 
hostages tied up on Level B1, Shell 1 Core. 
Which site I choose is up to my judgment.
"
0x1301,"Laut Ames ist Fatman auf dem Heliport.
Und laut dem Oberst sind Geiseln auf
Ebene B1 im Kern von Shell 1 gefesselt. 
Es liegt an mir, wohin ich mich wende.
","Laut Ames ist Fatman auf dem Heliport.
Und laut dem Oberst sind Geiseln auf
Ebene B1 im Kern von Shell 1 gefesselt. 
Es liegt an mir, wohin ich mich wende.
"
