0x3f8,,
0x3f9,"M9|
Tranquilizer with suppressor.
Press  button to aim, and
release to fire. Equipped with
laser pointer.","M9|
Tranquilizer with suppressor.
Press  button to aim, and
release to fire. Equipped with
laser pointer."
0x466,"USP|
9mm auto. Press  button
to aim, release to fire.
15 rounds per magazine.
Can attach suppressor.","USP|
9mm auto. Press  button
to aim, release to fire.
15 rounds per magazine.
Can attach suppressor."
0x4ce,"SOCOM
.45 handgun. Press  button
to aim, release to fire.
12 rounds per magazine. 
Can attach suppressor.","SOCOM
.45 handgun. Press  button
to aim, release to fire.
12 rounds per magazine. 
Can attach suppressor."
0x53b,"PSG1
Sniper rifle. Aim in First 
Person View, fire w/  button.
Zoom in with  button,
zoom out with  button.","PSG1
Sniper rifle. Aim in First 
Person View, fire w/  button.
Zoom in with  button,
zoom out with  button."
0x5b0,"RGB6
6-round grenade launcher.
Press  button to aim, and
release to fire. Grenade will
explode upon impact.","RGB6
6-round grenade launcher.
Press  button to aim, and
release to fire. Grenade will
explode upon impact."
0x61f,"NIKITA
Press  button to aim in First
Person View, release to fire.
Missile can be controlled with
left analog stick. ","NIKITA
Press  button to aim in First
Person View, release to fire.
Missile can be controlled with
left analog stick. "
0x698,"Stinger
Portable surface-to-air
missile.  Aim in First Person
View, fire w/  button. Align
sight on target to lock on.","Stinger
Portable surface-to-air
missile.  Aim in First Person
View, fire w/  button. Align
sight on target to lock on."
0x712,"Claymore
Anti-personnel landmine w/
front sensor. Press  button
to set. Can be retrieved if
crawled over. ","Claymore
Anti-personnel landmine w/
front sensor. Press  button
to set. Can be retrieved if
crawled over. "
0x780,"C4
Plastic explosive w/ remote
detonator. Press  button 
to set. Press  button to
detonate.","C4
Plastic explosive w/ remote
detonator. Press  button 
to set. Press  button to
detonate."
0x7e2,"Chaff Grenade
Grenade that neutralizes
electronic devices 
temporarily. Press  button
to aim, release to throw.","Chaff Grenade
Grenade that neutralizes
electronic devices 
temporarily. Press  button
to aim, release to throw."
0x855,"Stun Grenade
Grenade that stuns enemy
soldiers temporarily. Press
 button to aim, release to
throw.","Stun Grenade
Grenade that stuns enemy
soldiers temporarily. Press
 button to aim, release to
throw."
0x8bc,"Microphone
Microphone that can pick up
small sounds.  Hold in First
Person View, move w/ left 
analog stick.","Microphone
Microphone that can pick up
small sounds.  Hold in First
Person View, move w/ left 
analog stick."
0x929,"High Frequency Blade
Move right analog stick to
slash, press to lunge. Block
w/  button. Switch between
blade and back w/  button.","High Frequency Blade
Move right analog stick to
slash, press to lunge. Block
w/  button. Switch between
blade and back w/  button."
0x9b2,"Coolant Spray
For bomb disposal. Hold in
First Person View, spray w/ 
button. How strong button is
pressed varies spray amount.","Coolant Spray
For bomb disposal. Hold in
First Person View, spray w/ 
button. How strong button is
pressed varies spray amount."
0xa35,"AKS-74u
Assault rifle. 30 rounds per
magazine. Press  button
lightly to aim, strongly for
full automatic fire.","AKS-74u
Assault rifle. 30 rounds per
magazine. Press  button
lightly to aim, strongly for
full automatic fire."
0xaa7,"Magazine
Empty magazine. Press 
button to hold, release to
throw. How strong button
is pressed varies distance.","Magazine
Empty magazine. Press 
button to hold, release to
throw. How strong button
is pressed varies distance."
0xb1a,"Frag Grenade
Grenade. Press  button
to hold, release to throw.
How strong button is 
pressed varies distance.","Frag Grenade
Grenade. Press  button
to hold, release to throw.
How strong button is 
pressed varies distance."
0xb8b,"M4
Assault rifle. 30 rounds per
magazine. Press  button 
lightly to aim, strongly for
full automatic fire.","M4
Assault rifle. 30 rounds per
magazine. Press  button 
lightly to aim, strongly for
full automatic fire."
0xbf9,"PSG1-T
Tranquilizer rifle. Aim in 1st
Person View, fire w/  button.
Zoom in with  button,
zoom out with  button.","PSG1-T
Tranquilizer rifle. Aim in 1st
Person View, fire w/  button.
Zoom in with  button,
zoom out with  button."
0xc73,"Microphone
Microphone that can pick up
small sounds. Hold in First
Person View, move w/ left 
analog stick.","Microphone
Microphone that can pick up
small sounds. Hold in First
Person View, move w/ left 
analog stick."
0xcdf,"Book
Publication w/ adult-oriented
material. Full of girly photos
and interesting columns.
Press  button to set. ","Book
Publication w/ adult-oriented
material. Full of girly photos
and interesting columns.
Press  button to set. "
0xd54,"USP
9mm auto. Press  button
to aim, release to fire.
15 rounds per magazine. 
Suppressor attached.","USP
9mm auto. Press  button
to aim, release to fire.
15 rounds per magazine. 
Suppressor attached."
0xdba,"AKS-74u
Assault rifle. 30 rounds per
magazine. Press  button 
lightly to aim, strongly for
full automatic fire.","AKS-74u
Assault rifle. 30 rounds per
magazine. Press  button 
lightly to aim, strongly for
full automatic fire."
0xe2d,"SOCOM
.45 handgun. Press  button
to aim, release to fire.
12 rounds per magazine. 
Suppressor attached.","SOCOM
.45 handgun. Press  button
to aim, release to fire.
12 rounds per magazine. 
Suppressor attached."
0xe98,"Microphone
Microphone that can pick
up small sounds.
Press  button to call
for Ames.","Microphone
Microphone that can pick
up small sounds.
Press  button to call
for Ames."
0xef0,,
0xef1,"Ration
""Meal ready to eat"" to restore
life. Press  button to use.
Life automatically recovers 
when down to 0 if equipped.","Ration
""Meal ready to eat"" to restore
life. Press  button to use.
Life automatically recovers 
when down to 0 if equipped."
